ID#,q0,q999,q1000,q1001,q1002,q1003,q1004,q1005,q10000,q701,q702,q703,q704,q705,q706,q706b_2,q706b_3,q7060,q707,q934,q708,q921,q922,q601,q903,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118a,q118b,q120,q121,q122,q123,q124a,q124b,q125a,q125b,q126,q127,q128,q129,q130,q131,q132,q133,wt,wt2,wt3
2005-2062,Lebanon,3,,,4,,,,,55,1,2,2,2,2,,,,1,2,1,2,1,2.00,1.00,1,1,2,4,6,2,4,3,6,6,6,5,5,,,1,,,,,,2,,,,,,5,,,,,,6,,,,1,2,3,1,1,3,3,3,5,5,4,1,2,5,5,5,2,2,2,5,3,4,2,1,2,2,2,1,3,3,5,1,1,1,4,3,11,1,1,2,1,1,2,2,6,1.00,0.22,0.22
2005-2063,Lebanon,3,,,4,,,,,49,1,2,2,2,2,,,,2,2,1,2,1,2.00,1.00,1,1,3,4,6,4,2,3,6,6,6,6,6,,,1,,,,,,5,,,,,,1,,,,,,9,,,,1,2,3,1,1,4,3,3,4,4,4,1,2,5,5,5,5,1,1,5,1,1,2,1,2,2,3,1,3,3,5,1,1,1,4,3,11,43,1,2,1,1,3,2,1,1.00,0.22,0.22
2005-2064,Lebanon,3,,,4,,,,,41,1,2,2,2,2,,,,2,2,1,3,1,2.00,1.00,1,1,2,4,6,3,1,3,6,6,6,6,6,,,1,,,,,,5,,,,,,10,,,,,,,,,,1,2,3,1,3,4,3,3,4,4,4,1,2,5,5,5,1,1,1,1,1,5,2,1,3,3,2,1,3,3,6,1,3,1,4,3,11,43,1,2,1,1,6,3,6,1.00,0.22,0.22
2005-2065,Lebanon,3,,,4,,,,,33,1,1,2,2,2,,,,5,1,1,4,2,2.00,2.00,1,1,2,10,5,1,4,3,5,5,5,3,5,,,1,,,,,,2,,,,,,9,,,,,,,,,,1,2,2,1,1,2,2,3,4,4,4,1,2,5,5,5,3,3,3,5,3,1,2,1,2,3,2,1,2,3,5,2,2,1,,3,12,43,1,1,1,1,2,2,,1.24,0.22,0.27
2005-2066,Lebanon,3,,,4,,,,,34,1,2,1,2,2,,,,4,1,2,3,2,2.00,2.00,1,1,2,9,5,1,5,3,5,5,5,3,1,,,3,,,,,,4,,,,,,3,,,,,,4,,,,4,2,2,1,1,2,2,3,1,1,1,3,2,5,5,6,5,5,5,6,5,6,2,1,2,3,2,1,2,3,3,2,2,1,4,3,2,43,31,1,1,1,2,2,,0.66,0.22,0.14
2005-2067,Lebanon,3,,,4,,,,,25,1,2,1,2,2,,,,3,1,1,2,1,1.00,1.00,1,1,2,10,5,1,4,3,5,5,5,3,5,,,2,,,,,,3,,,,,,1,,,,,,2,,,,1,2,2,1,1,2,2,3,8,8,4,1,2,5,5,5,3,3,3,5,2,4,2,1,2,3,2,1,2,3,5,1,2,1,,12,3,43,31,1,1,1,2,2,,1.66,0.22,0.36
2005-2068,Lebanon,3,,,3,,,,,25,2,2,1,2,2,,,,2,2,1,2,1,1.00,1.00,1,1,4,2,5,1,4,1,5,5,5,4,4,,,7,,,,,,,,,,,,6,,,,,,3,,,,2,4,2,1,3,1,2,4,4,1,4,1,3,4,5,5,4,3,3,4,4,3,3,3,3,3,2,1,3,3,2,2,2,1,4,3,2,1,1,1,1,2,1,6,2,1.66,0.22,0.36
2005-2069,Lebanon,3,,,3,,,,,37,2,1,2,2,2,,,,3,1,2,5,2,2.00,1.00,1,1,2,9,5,1,4,2,6,5,5,3,1,,,7,,,,,,,,,,,,7,,,,,,5,,,,4,2,2,2,3,1,1,1,4,1,4,1,1,6,5,4,5,4,4,2,5,1,1,3,1,1,1,2,5,1,1,2,2,4,1,3,6,1,2,1,1,1,4,1,6,0.53,0.22,0.12
2005-2070,Lebanon,3,,,3,,,,,50,1,2,1,2,2,,,,2,2,2,3,1,2.00,1.00,1,1,4,8,5,4,5,1,5,5,5,2,5,,,7,,,,,,,,,,,,9,,,,,,,,,,4,2,1,2,3,2,2,1,1,4,4,1,2,5,5,3,5,4,4,3,5,3,1,2,1,3,3,4,5,1,3,2,2,1,4,3,6,1,1,1,1,1,4,1,6,0.53,0.22,0.12
2005-2071,Lebanon,3,,,3,,,,,49,1,1,1,2,2,,,,3,2,2,6,2,2.00,1.00,1,1,2,9,5,1,4,3,5,5,5,3,1,,,1,,,,,,3,,,,,,7,,,,,,5,,,,4,2,3,2,3,1,1,1,1,1,4,1,2,1,3,3,5,5,5,4,4,2,1,2,1,1,1,6,,1,1,2,2,1,4,3,2,1,1,1,1,1,4,1,6,0.53,0.22,0.12
2005-2072,Lebanon,3,,,5,,,,,56,1,2,1,2,2,,,,4,1,2,4,1,2.00,2.00,1,1,2,4,5,1,5,2,5,5,5,4,5,,,4,,,,,,7,,,,,,7,,,,,,8,,,,1,2,2,2,2,2,2,1,8,1,1,1,2,3,5,3,3,4,3,5,5,5,2,1,2,1,3,5,6,3,6,2,2,1,,2,3,1,1,1,1,1,4,4,6,0.66,0.22,0.14
2005-2073,Lebanon,3,,,5,,,,,27,1,1,1,2,2,,,,4,1,2,4,1,1.00,2.00,1,1,2,9,5,1,5,3,5,5,5,5,2,,,7,,,,,,,,,,,,7,,,,,,8,,,,3,2,2,2,2,2,2,2,8,1,1,1,2,3,5,4,4,4,3,5,5,5,2,3,3,2,3,5,,3,6,2,2,1,,2,11,1,1,1,1,1,5,4,6,1.08,0.22,0.24
2005-2074,Lebanon,3,,,5,,,,,24,1,1,1,2,2,,,,4,1,2,3,2,1.00,2.00,1,1,2,4,5,1,5,2,5,5,5,5,5,,,7,,,,,,,,,,,,7,,,,,,8,,,,3,2,2,2,2,2,2,1,8,1,1,1,2,3,5,5,4,4,4,5,5,5,2,2,1,1,3,1,5,3,6,2,2,1,,2,11,26,1,1,1,1,4,4,6,1.08,0.22,0.24
2005-2075,Lebanon,3,,,5,,,,,24,1,1,1,2,2,,,,4,1,2,4,2,1.00,2.00,1,1,2,10,5,1,5,5,5,5,5,5,5,,,7,,,,,,,,,,,,7,,,,,,8,,,,3,2,2,2,2,1,1,1,8,1,1,1,2,3,5,4,4,4,4,5,5,5,2,2,1,1,3,2,5,3,6,2,2,1,,2,3,26,1,1,1,1,4,1,6,1.08,0.22,0.24
2005-2076,Lebanon,3,,,2,,,,,30,1,1,2,2,2,,,,4,1,2,3,1,2.00,2.00,1,1,8,11,5,5,5,5,5,5,5,2,5,,,7,,,,,,,,,,,,10,,,,,,,,,,3,2,3,1,2,1,1,1,2,1,4,1,2,3,4,3,4,4,4,5,4,3,1,2,1,2,3,6,,1,6,1,1,1,,3,6,43,2,1,1,1,2,3,,0.66,0.22,0.14
2005-2077,Lebanon,3,,,2,,,,,31,1,1,2,2,2,,,,6,1,2,3,2,2.00,2.00,1,1,8,11,2,5,5,4,5,5,5,2,5,,,7,,,,,,,,,,,,2,,,,,,9,,,,3,2,3,1,2,2,1,1,1,4,4,1,2,3,4,3,4,4,5,4,3,3,1,2,1,1,1,6,,1,6,1,1,1,4,3,2,18,2,1,2,2,5,4,,0.66,0.22,0.14
2005-2078,Lebanon,3,,,2,,,,,39,1,2,1,2,2,,,,3,2,2,2,2,2.00,1.00,1,1,4,9,3,5,5,2,5,5,5,5,4,,,7,,,,,,,,,,,,2,,,,,,9,,,,5,3,2,1,2,2,1,1,3,5,4,1,2,3,4,5,4,3,3,4,5,4,1,2,1,4,1,6,,1,5,1,3,1,,2,3,18,2,1,1,1,4,1,6,0.53,0.22,0.12
2005-2079,Lebanon,3,,,2,,,,,22,1,2,2,2,2,,,,2,2,1,3,2,1.00,1.00,2,2,,,,,,,,,,,,,,7,,,,,,,,,,,,1,,,,,,2,,,,3,2,2,1,2,2,1,1,4,4,1,1,3,5,4,5,3,3,2,2,3,4,1,2,1,3,4,6,,1,7,1,1,1,,2,3,101,1,1,1,2,3,5,6,1.66,0.22,0.36
2005-2080,Lebanon,3,,,1,,,,,26,1,1,1,2,2,,,,4,1,2,4,2,1.00,2.00,1,1,7,1,2,5,5,3,5,5,2,5,5,,,7,,,,,,,,,,,,5,,,,,,2,,,,3,2,3,1,2,1,1,1,4,4,1,1,2,5,3,4,5,4,3,2,4,4,1,2,1,1,1,6,,1,6,1,1,101,,2,3,101,101,2,2,5,,1,6,1.08,0.22,0.24
2005-2081,Lebanon,3,,,2,,,,,26,1,1,2,2,2,,,,2,1,2,3,2,1.00,1.00,1,1,2,4,4,1,5,2,5,5,5,4,4,,,3,,,,,,4,,,,,,5,,,,,,6,,,,4,2,2,1,3,1,1,1,4,4,1,1,2,3,4,3,4,4,4,2,2,2,1,2,1,1,1,2,5,1,2,2,2,4,9,2,3,18,9,1,1,1,,2,6,0.88,0.22,0.19
2005-2082,Lebanon,3,,,2,,,,,30,1,1,1,2,2,,,,3,1,2,5,1,2.00,1.00,1,1,2,4,5,1,5,2,5,5,4,3,3,,,7,,,,,,,,,,,,10,,,,,,,,,,4,2,2,1,3,1,1,1,1,1,1,1,1,4,3,3,4,5,5,2,3,2,1,2,1,1,1,2,5,1,1,2,2,4,9,2,11,101,9,2,1,4,1,1,6,0.53,0.22,0.12
2005-2083,Lebanon,3,,,2,,,,,25,1,1,1,2,2,,,,3,1,2,3,1,1.00,1.00,1,1,2,4,4,1,5,2,5,5,6,4,4,,,3,,,,,,4,,,,,,6,,,,,,5,,,,5,2,2,1,1,1,1,1,4,4,1,1,3,1,3,4,5,5,5,2,2,1,1,3,1,1,1,6,,3,1,3,3,4,10,3,2,1,3,1,1,1,6,1,6,0.88,0.22,0.19
2005-2084,Lebanon,3,,,2,,,,,101,1,2,1,2,2,,,,2,2,2,2,2,2.00,1.00,1,1,2,4,4,1,5,2,5,5,5,4,4,,,3,,,,,,4,,,,,,5,,,,,,6,,,,5,2,2,1,1,2,2,4,4,4,4,1,2,1,4,3,4,4,4,6,6,6,4,1,3,4,1,5,,3,7,2,3,9,4,3,6,1,9,1,1,1,,3,6,0.53,0.22,0.12
2005-2085,Lebanon,3,,,2,,,,,101,1,1,2,2,2,,,,2,1,2,4,2,2.00,1.00,1,1,4,2,6,2,5,1,5,5,5,4,4,,,7,,,,,,,,,,,,9,,,,,,,,,,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,4,1,3,2,1,2,1,1,1,6,,3,2,2,2,10,4,2,11,18,16,2,1,4,1,2,6,0.53,0.22,0.12
2005-2086,Lebanon,3,,,2,,,,,101,1,1,2,2,2,,,,2,1,2,5,1,2.00,1.00,1,1,2,9,5,1,5,6,5,5,5,3,2,,,7,,,,,,,,,,,,9,,,,,,,,,,4,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,4,5,5,3,2,2,3,1,1,4,1,8,,3,2,2,2,11,4,2,11,2,16,2,1,4,1,2,6,0.53,0.22,0.12
2005-2087,Lebanon,3,,,1,,,,,23,1,1,1,2,2,,,,3,1,2,4,2,1.00,1.00,1,1,4,3,5,3,1,1,5,2,3,3,3,,,5,,,,,,2,,,,,,9,,,,,,,,,,1,3,3,1,2,4,3,3,2,2,2,2,2,5,6,5,6,6,6,6,6,6,2,1,2,2,2,1,,1,2,1,1,12,6,3,12,101,101,1,1,1,4,2,6,0.88,0.22,0.19
2005-2088,Lebanon,3,,,2,,,,,23,2,1,2,2,2,,,,4,1,2,3,1,1.00,2.00,1,1,11,,5,5,5,5,5,5,5,5,5,,,7,,,,,,,,,,,,5,,,,,,9,,,,4,3,3,1,1,2,1,1,1,1,1,1,1,6,4,6,4,5,5,6,6,6,1,3,1,4,4,9,,4,7,3,3,4,,2,3,26,2,2,1,1,2,2,6,1.08,0.22,0.24
2005-2089,Lebanon,3,,,5,,,,,28,1,1,1,2,2,,,,4,1,2,4,1,1.00,2.00,1,1,2,4,5,1,5,2,5,5,5,3,3,,,7,,,,,,,,,,,,7,,,,,,8,,,,3,2,2,2,2,2,2,1,4,4,4,1,2,4,5,5,4,4,3,5,5,5,3,3,1,1,3,1,5,3,6,2,2,101,,2,3,26,1,1,1,4,6,2,6,1.08,0.22,0.24
2005-2090,Lebanon,3,,,2,,,,,27,1,1,2,2,2,,,,6,1,2,4,2,1.00,2.00,1,1,4,11,5,5,5,3,5,5,5,5,5,,,7,,,,,,,,,,,,2,,,,,,3,,,,3,2,3,1,2,2,1,1,2,4,4,1,2,5,4,3,3,4,4,3,5,3,1,2,1,1,1,6,,1,5,3,3,4,,3,2,43,2,1,1,2,4,3,,1.08,0.22,0.24
2005-2091,Lebanon,3,,,2,,,,,33,1,2,2,2,2,,,,3,2,2,2,1,2.00,1.00,1,1,4,11,5,5,5,3,5,5,5,2,5,,,7,,,,,,,,,,,,2,,,,,,3,,,,3,2,3,1,2,2,1,1,2,4,4,1,2,3,3,4,5,4,3,4,4,4,1,2,1,1,1,6,,1,6,1,1,4,,3,2,1,1,1,1,1,4,4,6,0.53,0.22,0.12
2005-2092,Lebanon,3,,,2,,,,,37,1,2,2,2,2,,,,2,2,2,2,1,2.00,1.00,2,2,,,,,,,,,,,,,,7,,,,,,,,,,,,2,,,,,,6,,,,3,1,2,1,2,2,4,1,1,6,4,1,2,5,3,1,3,4,5,4,3,4,2,1,1,1,4,2,,1,1,3,3,101,,11,3,1,101,1,1,4,2,5,6,0.53,0.22,0.12
2005-2093,Lebanon,3,,,2,,,,,36,1,1,2,2,2,,,,4,1,1,3,1,2.00,2.00,2,2,,,,,,,,,,,,,,7,,,,,,,,,,,,2,,,,,,3,,,,3,3,2,1,2,2,2,1,2,8,4,1,2,4,3,4,5,4,4,3,4,5,1,2,4,1,3,6,,1,6,1,1,101,,3,2,1,1,2,2,2,5,3,6,1.24,0.22,0.27
2005-2094,Lebanon,3,,,2,,,,,30,1,2,2,1,1,,,2,3,1,2,3,1,2.00,1.00,1,1,4,6,5,3,4,1,5,3,5,5,5,,,7,,,,,,,,,,,,10,,,,,,,,,,2,2,1,1,1,3,2,3,5,5,5,3,2,4,4,3,2,2,2,3,2,3,2,3,3,1,3,2,5,3,2,1,3,2,3,12,9,20,1,2,1,1,2,3,1,0.53,0.22,0.12
2005-2095,Lebanon,3,,,1,,,,,29,1,1,1,2,2,,,,2,1,1,2,1,1.00,1.00,1,1,4,8,5,1,4,1,5,5,6,2,4,,,2,,,,,,1,,,,,,6,,,,,,7,,,,2,2,3,1,1,2,3,3,1,4,4,1,2,5,5,4,1,2,3,5,1,4,2,1,3,3,2,1,3,3,6,1,1,2,3,3,4,1,5,4,1,2,1,3,1,1.66,0.22,0.36
2005-2096,Lebanon,3,,,5,,,,,30,1,2,1,2,2,,,,3,2,1,3,1,2.00,1.00,1,1,4,3,5,5,1,1,5,5,5,5,5,,,7,,,,,,,,,,,,9,,,,,,,,,,2,2,2,1,2,4,3,4,2,6,4,1,2,5,5,5,5,1,1,4,4,5,3,3,2,3,2,1,3,3,3,1,2,3,2,10,3,28,5,2,1,2,1,3,6,1.00,0.22,0.22
2005-2097,Lebanon,3,,,2,,,,,30,1,1,1,2,2,,,,4,1,2,5,2,2.00,2.00,1,1,2,4,5,1,5,1,5,5,5,2,4,,,7,,,,,,,,,,,,10,,,,,,,,,,4,2,2,1,1,2,2,1,4,8,1,1,2,4,4,5,3,4,4,4,5,3,1,2,1,1,1,6,,1,1,2,2,5,1,3,5,8,7,1,1,1,5,1,6,0.66,0.22,0.14
2005-2098,Lebanon,3,,,2,,,,,41,1,2,2,2,2,,,,3,2,1,3,1,2.00,1.00,1,1,2,9,4,1,4,3,5,4,4,3,2,,,2,,,,,,1,,,,,,6,,,,,,5,,,,4,3,3,1,1,2,2,2,5,8,4,1,2,2,3,3,5,5,4,3,4,3,3,2,1,1,1,6,,1,1,2,2,1,5,13,2,1,11,1,1,1,2,5,6,1.00,0.22,0.22
2005-2099,Lebanon,3,,,2,,,,,34,1,1,2,2,2,,,,6,2,2,3,1,2.00,2.00,1,1,10,2,4,2,4,3,5,5,5,4,4,,,3,,,,,,1,,,,,,5,,,,,,6,,,,4,3,3,3,1,2,2,3,8,6,4,1,3,2,3,3,4,2,4,3,4,3,2,3,1,3,3,6,,3,2,2,2,1,5,8,11,2,16,2,1,1,2,2,6,0.66,0.22,0.14
2005-2100,Lebanon,3,,,1,,,,,48,1,2,2,2,2,,,,2,2,1,4,2,2.00,1.00,1,1,1,7,3,5,4,4,5,5,3,4,5,,,1,,,,,,2,,,,,,1,,,,,,5,,,,5,1,1,1,4,1,1,2,1,1,1,1,1,2,5,5,5,5,5,1,3,4,1,2,1,1,1,6,,1,6,2,2,1,5,2,5,23,21,1,1,1,3,1,6,1.00,0.22,0.22
2005-2101,Lebanon,3,,,5,,,,,30,1,1,2,2,2,,,,4,1,2,2,2,2.00,2.00,1,1,2,10,5,1,5,4,5,5,3,2,4,,,8,,,,,,,,,,,,7,,,,,,6,,,,5,4,3,1,1,2,2,4,8,4,1,1,2,5,5,5,5,4,3,5,2,4,2,1,2,2,2,3,10,3,5,3,3,5,1,5,3,40,1,1,1,2,1,3,5,0.66,0.22,0.14
2005-2102,Lebanon,3,,,5,,,,,34,2,1,1,2,2,,,,4,1,1,3,1,2.00,2.00,1,1,2,4,5,1,5,1,5,5,5,4,3,,,1,,,,,,4,,,,,,7,,,,,,8,,,,4,2,2,1,1,1,2,3,1,1,1,1,2,4,5,4,4,4,3,5,1,1,2,1,2,2,2,1,3,3,3,1,2,5,1,13,2,18,1,1,1,1,2,2,3,1.24,0.22,0.27
2005-2103,Lebanon,3,,,5,,,,,35,1,2,1,2,2,,,,4,2,1,3,1,2.00,2.00,1,1,2,4,5,1,5,3,5,5,5,2,5,,,4,,,,,,6,,,,,,7,,,,,,1,,,,1,2,2,2,2,4,2,2,3,4,4,1,2,3,5,3,3,3,1,5,5,5,2,1,1,1,3,1,3,3,6,1,2,1,5,6,7,26,10,2,1,3,1,4,3,1.24,0.22,0.27
2005-2104,Lebanon,3,,,2,,,,,53,2,2,2,2,2,,,,2,2,2,2,1,2.00,1.00,1,1,4,11,5,5,5,2,5,5,5,5,5,,,3,,,,,,7,,,,,,10,,,,,,,,,,3,2,3,2,2,1,1,1,4,8,8,1,2,4,3,4,5,4,4,3,3,3,1,2,1,3,4,6,,2,7,2,3,5,1,3,,43,31,1,1,2,4,2,,0.53,0.22,0.12
2005-2105,Lebanon,3,,,5,,,,,29,2,2,2,2,2,,,,3,2,1,2,1,1.00,1.00,1,1,4,1,1,4,4,1,5,5,5,4,5,,,7,,,,,,,,,,,,6,,,,,,7,,,,2,3,3,1,1,3,2,2,4,4,4,1,2,1,5,4,2,2,3,5,2,4,2,1,3,2,2,1,3,3,5,2,2,3,1,3,7,19,5,1,1,1,2,2,3,1.66,0.22,0.36
2005-2106,Lebanon,3,,,5,,,,,36,2,1,2,2,1,,,6,2,2,1,1,2,2.00,1.00,1,1,4,2,5,1,5,1,5,5,5,5,5,,,3,,,,,,4,,,,,,3,,,,,,7,,,,2,3,3,1,2,2,2,2,2,2,2,1,2,3,5,4,2,3,2,5,1,5,2,1,2,3,2,1,3,3,2,2,2,1,3,22,3,28,19,2,1,2,3,2,3,1.00,0.22,0.22
2005-2107,Lebanon,3,,,1,,,,,45,1,2,2,2,2,,,,2,2,2,3,1,2.00,1.00,1,1,2,8,5,3,5,5,5,5,2,2,5,,,8,,,,,,,,,,,,1,,,,,,2,,,,5,3,2,1,2,5,3,3,3,4,4,1,2,5,4,2,3,5,4,4,3,4,2,1,2,3,3,1,2,1,6,1,1,1,2,3,9,1,1,2,2,2,5,2,6,0.53,0.22,0.12
2005-2108,Lebanon,3,,,2,,,,,22,1,1,1,2,2,,,,4,1,2,4,1,1.00,2.00,1,1,2,4,5,2,5,3,5,5,5,5,5,,,3,,,,,,6,,,,,,10,,,,,,,,,,5,1,1,1,1,2,2,2,4,4,4,1,2,2,5,4,2,3,2,4,2,4,2,1,2,2,2,2,4,1,5,2,2,1,2,3,7,5,3,1,1,1,5,2,5,1.08,0.22,0.24
2005-2109,Lebanon,3,,,2,,,,,42,1,2,2,2,2,,,,2,2,2,4,2,2.00,1.00,1,1,2,4,5,1,4,2,5,5,5,3,4,,,3,,,,,,1,,,,,,6,,,,,,5,,,,3,2,1,1,1,3,3,3,5,4,4,1,2,4,5,5,2,2,2,4,3,4,2,1,2,2,2,1,3,3,6,1,2,1,2,3,5,1,4,1,1,1,2,2,6,0.53,0.22,0.12
2005-2110,Lebanon,3,,,2,,,,,32,1,1,2,2,2,,,,3,2,2,3,2,2.00,1.00,1,1,2,4,4,1,4,2,5,5,5,3,3,,,3,,,,,,1,,,,,,5,,,,,,8,,,,3,1,1,1,1,2,2,3,3,4,8,1,2,4,4,4,2,2,2,5,4,4,2,1,2,2,3,1,3,3,2,3,2,1,2,3,5,1,8,1,1,1,2,2,6,0.53,0.22,0.12
2005-2111,Lebanon,3,,,2,,,,,47,1,2,1,2,2,,,,3,2,1,3,1,2.00,1.00,1,1,2,4,5,1,3,2,5,4,3,3,2,,,3,,,,,,1,,,,,,4,,,,,,5,,,,2,3,1,1,1,2,3,3,3,5,4,1,2,3,5,4,2,2,2,4,3,4,2,1,2,2,2,1,2,3,6,1,2,1,2,5,11,10,10,1,1,1,2,2,6,1.00,0.22,0.22
2005-2112,Lebanon,3,,,2,,,,,25,1,1,1,2,2,,,,4,1,1,4,2,1.00,2.00,1,1,2,4,4,1,3,2,5,4,4,3,3,,,2,,,,,,1,,,,,,5,,,,,,8,,,,2,3,1,1,1,4,3,3,3,8,4,3,2,4,5,5,1,2,2,4,3,4,2,1,2,2,3,1,3,3,6,1,1,1,2,11,7,11,12,1,1,1,2,2,6,2.05,0.22,0.44
2005-2113,Lebanon,3,,,2,,,,,30,1,2,1,2,2,,,,3,1,1,2,2,2.00,1.00,1,1,3,4,4,2,1,1,5,5,5,3,3,,,5,,,,,,7,,,,,,10,,,,,,,,,,1,2,2,2,3,4,3,3,7,7,7,2,2,5,5,5,1,1,1,5,5,5,2,1,2,2,2,4,,3,6,1,1,1,2,12,7,101,1,3,1,1,,2,3,1.00,0.22,0.22
2005-2114,Lebanon,3,,,2,,,,,60,1,2,2,2,2,,,,2,2,2,3,1,2.00,1.00,1,1,2,3,4,2,2,3,5,4,4,3,3,,,3,,,,,,6,,,,,,9,,,,,,,,,,3,3,1,1,1,4,3,3,8,4,4,1,2,4,5,5,2,2,3,4,4,4,2,1,2,3,2,1,4,3,6,1,2,1,2,5,11,16,1,2,1,1,2,2,6,0.53,0.22,0.12
2005-2115,Lebanon,3,,,2,,,,,25,1,1,1,2,2,,,,4,1,2,2,1,1.00,2.00,1,1,4,2,4,2,4,1,5,3,5,3,5,,,2,,,,,,3,,,,,,7,,,,,,2,,,,1,1,3,1,1,3,3,3,4,4,4,1,2,5,5,5,1,1,1,5,1,5,1,1,2,3,2,3,4,1,6,1,2,2,1,3,7,21,8,2,1,1,5,2,6,1.08,0.22,0.24
2005-2116,Lebanon,3,,,1,,,,,44,1,1,2,2,2,,,,3,1,1,5,1,2.00,1.00,1,1,8,4,5,3,4,2,5,5,5,1,4,,,7,,,,,,,,,,,,9,,,,,,,,,,1,3,3,2,3,3,3,3,8,4,6,1,2,3,5,5,2,2,2,5,5,5,2,3,2,2,2,1,3,4,6,1,1,1,2,14,3,23,1,2,1,1,3,2,3,1.00,0.22,0.22
2005-2117,Lebanon,3,,,1,,,,,30,1,1,1,2,2,,,,3,1,1,4,1,2.00,1.00,1,1,4,2,5,2,5,1,5,5,5,5,5,,,7,,,,,,,,,,,,9,,,,,,,,,,2,3,3,1,1,4,3,3,4,4,4,1,2,3,5,5,1,1,1,5,5,5,2,3,2,3,2,1,3,1,5,3,3,1,2,3,17,24,5,3,1,1,6,2,6,1.00,0.22,0.22
2005-2118,Lebanon,3,,,1,,,,,35,1,2,2,2,2,,,,1,2,1,3,2,2.00,1.00,1,1,2,4,5,1,5,1,5,5,5,3,4,,,7,,,,,,,,,,,,9,,,,,,,,,,2,3,3,3,3,4,3,3,8,8,4,1,2,5,5,5,1,1,1,5,5,5,2,1,2,2,2,1,3,4,5,1,1,1,2,14,3,101,1,3,1,1,3,2,3,1.00,0.22,0.22
2005-2119,Lebanon,3,,,1,,,,,27,1,2,1,2,2,,,,2,1,1,3,2,1.00,1.00,1,1,3,4,6,6,1,1,6,6,6,6,6,,,2,,,,,,5,,,,,,6,,,,,,5,,,,1,2,2,2,3,3,3,3,3,3,2,2,2,5,5,5,1,1,1,5,1,1,2,1,2,2,2,4,,2,6,3,3,1,2,9,6,101,1,2,1,1,2,2,3,1.66,0.22,0.36
2005-2120,Lebanon,3,,,1,,,,,37,1,1,2,2,1,,,3,3,1,2,5,2,2.00,1.00,1,1,4,11,6,6,6,1,6,6,6,6,6,,,2,,,,,,7,,,,,,5,,,,,,9,,,,2,2,2,1,4,2,3,2,3,3,4,1,2,5,5,5,4,3,3,5,4,5,2,1,2,2,2,1,,2,6,1,3,1,2,3,9,1,1,1,1,1,,2,3,0.53,0.22,0.12
2005-2121,Lebanon,3,,,1,,,,,29,1,1,1,2,1,4,5,1,5,1,2,5,2,1.00,2.00,1,1,4,2,5,2,4,1,5,5,5,3,3,,,3,,,,,,1,,,,,,2,,,,,,1,,,,1,3,3,1,1,4,3,3,4,4,6,1,2,3,5,5,2,2,1,5,4,5,2,1,2,2,2,1,2,2,6,1,1,1,2,3,14,24,1,1,1,1,2,2,1,1.08,0.22,0.24
2005-2122,Lebanon,3,,,1,,,,,22,1,1,2,2,2,,,,4,1,2,4,2,1.00,2.00,1,1,4,10,5,1,3,1,5,1,5,1,5,,,4,,,,,,2,,,,,,10,,,,,,,,,,2,3,2,1,1,2,2,3,4,4,4,1,2,5,5,5,1,1,2,5,3,3,2,1,2,2,2,1,3,2,2,1,2,2,1,3,21,1,5,1,1,2,1,2,1,1.08,0.22,0.24
2005-2123,Lebanon,3,,,2,,,,,36,2,1,1,2,2,,,,4,1,2,4,2,2.00,2.00,1,1,2,11,5,1,5,4,5,5,5,3,5,,,7,,,,,,,,,,,,5,,,,,,6,,,,4,3,3,1,3,2,2,2,4,1,1,1,2,6,5,6,6,4,5,6,6,6,3,3,3,4,2,6,,3,7,2,2,1,2,10,3,1,2,1,1,1,2,2,6,0.66,0.22,0.14
2005-2124,Lebanon,3,,,2,,,,,48,2,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,1,1,2,4,5,3,5,3,5,5,5,4,5,,,3,,,,,,7,,,,,,5,,,,,,9,,,,2,3,3,1,1,4,3,3,8,8,4,1,3,6,5,5,1,1,1,5,3,5,2,1,2,2,2,2,3,3,5,2,2,1,2,3,7,101,2,1,1,2,1,3,1,1.00,0.22,0.22
2005-2125,Lebanon,3,,,2,,,,,22,2,1,2,2,2,,,,6,2,1,8,2,1.00,2.00,2,2,,,,,,,,,,,,,,3,,,,,,4,,,,,,5,,,,,,9,,,,5,4,4,1,4,3,4,4,8,8,8,3,3,6,5,5,1,5,6,5,6,5,2,1,4,3,3,2,4,3,3,3,3,2,1,7,6,25,1,1,1,2,1,3,5,2.05,0.22,0.44
2005-2126,Lebanon,3,,,2,,,,,50,2,2,1,2,2,,,,2,2,1,2,2,2.00,1.00,1,1,3,4,6,2,1,1,4,6,5,4,3,,,3,,,,,,2,,,,,,4,,,,,,9,,,,2,3,3,1,2,4,3,2,7,4,2,1,3,6,5,5,5,1,1,1,5,5,2,1,2,2,2,2,3,3,6,1,1,1,2,7,6,101,5,2,1,2,1,2,3,1.00,0.22,0.22
