ID#,q0,q1000,q117,q118,q119,q120,q121,q122,q123,q124,q125,q51,q52,q53,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,st105_1,st105_2,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,wt,wt2,wt3
2004-1981,UAE,1,30,1,1,,4,1,1,3,2,1,1,1,8,10,10,2,8,2,4,5,2,4,4,4,1,2,6,,1,6,2,2,1,1,1,2,2,3,2,2,2,3,3,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,3,1,2,9,3,,,7,2,1,2,3,3,3,2,2,1,2,1.00,0.09,0.09
2004-1982,UAE,1,30,1,2,,5,2,1,4,1,1,1,1,1,8,4,6,8,5,5,5,5,5,5,5,5,5,6,,7,,1,2,1,4,1,4,2,4,2,2,2,1,3,,1,5,5,1,1,1,5,1,1,2,1,2,2,2,6,3,1,13,3,,,10,1,5,1,3,3,3,3,3,3,2,1.00,0.09,0.09
2004-1983,UAE,2,30,1,1,,4,1,1,5,1,1,2,2,8,1,4,3,8,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,4,2,3,2,1,2,1,,5,5,1,1,1,5,1,5,2,1,2,2,2,2,1,2,7,1,,,10,3,1,3,2,3,3,2,1,1,2,1.00,0.09,0.09
2004-1984,UAE,1,30,1,1,,3,1,1,2,2,2,1,2,3,8,8,3,9,1,3,2,2,4,4,1,2,2,1,1,1,4,1,3,1,3,2,2,3,1,3,3,2,1,3,,5,4,5,4,2,4,5,4,5,2,1,1,2,2,3,1,2,10,5,,,7,2,1,1,3,1,2,3,3,3,2,1.00,0.09,0.09
2004-1985,UAE,1,30,1,2,,3,2,1,3,2,1,1,3,4,7,4,2,7,4,4,4,3,4,4,3,4,4,3,4,6,9,3,4,4,4,4,3,4,4,1,3,3,1,3,,5,5,5,1,1,1,5,1,5,2,1,3,3,2,7,4,3,10,3,,,10,2,1,3,1,5,4,4,4,4,2,1.00,0.09,0.09
2004-1986,UAE,2,30,1,1,,4,1,1,3,2,1,1,5,7,10,11,6,11,4,4,4,4,4,4,4,4,4,3,1,4,6,5,4,4,4,4,3,4,3,3,4,6,1,3,,5,5,5,1,1,1,5,1,5,2,1,3,3,2,8,4,4,1,3,,,5,4,5,3,1,5,4,4,4,4,2,1.00,0.09,0.09
2004-1987,UAE,1,30,1,1,,3,1,1,5,1,1,1,2,4,10,4,2,1,2,4,4,2,4,4,4,4,4,5,,,,1,2,1,2,1,3,4,4,2,3,1,1,4,,5,5,5,1,2,1,5,1,5,2,1,3,3,2,3,4,2,10,3,,,10,4,5,3,1,2,2,2,1,1,2,1.00,0.09,0.09
2004-1988,UAE,1,30,1,1,,4,1,1,5,1,1,1,5,11,11,11,6,11,5,5,5,5,5,5,5,5,5,6,,7,,5,2,1,4,4,4,4,3,3,3,6,6,4,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,4,4,3,12,3,,,1,1,5,3,2,3,2,2,1,1,2,1.00,0.09,0.09
2004-1989,UAE,1,30,1,1,,4,1,1,5,2,1,1,2,4,8,8,2,1,3,4,4,3,4,4,3,3,3,3,5,4,1,1,1,1,2,1,2,2,2,2,3,1,3,3,2,4,5,5,3,3,3,4,4,5,2,1,2,3,2,3,2,2,10,3,,,10,1,4,3,2,3,2,2,2,1,2,1.00,0.09,0.09
2004-1990,UAE,1,30,1,1,,5,1,1,6,1,3,3,7,11,11,11,6,11,5,5,5,5,5,5,5,5,5,7,,8,8,5,4,4,4,4,4,4,6,,,,,,,,,,,,,,,,,,4,4,4,8,4,4,12,3,,,10,1,1,3,3,5,5,4,4,4,3,1.00,0.09,0.09
2004-1991,UAE,1,30,1,1,,5,1,1,6,1,1,1,1,10,10,4,1,8,2,3,4,1,4,4,3,1,1,6,,4,1,3,2,1,2,1,2,2,3,2,2,1,1,4,,5,5,5,1,1,1,5,1,5,2,1,3,3,2,2,4,2,10,3,,,10,1,5,3,1,2,1,2,1,1,2,1.00,0.09,0.09
2004-1992,UAE,1,30,1,1,,4,1,1,6,1,1,1,1,8,7,8,3,7,2,1,4,1,4,4,1,1,4,1,5,4,9,2,2,2,2,2,2,2,4,2,2,2,3,3,,5,5,5,1,1,1,5,3,5,2,1,2,2,2,2,3,2,12,5,,,10,2,1,3,1,3,5,4,4,4,2,1.00,0.09,0.09
2004-1993,UAE,2,30,1,1,,4,1,1,3,1,1,1,1,8,4,4,1,8,2,4,4,1,4,4,3,1,4,5,5,7,7,1,2,1,2,1,2,2,4,2,3,2,1,2,3,5,5,5,2,2,1,5,3,5,2,1,2,2,2,3,2,2,10,3,,,7,3,3,3,2,3,2,2,1,1,2,1.00,0.09,0.09
2004-1994,UAE,2,30,3,1,,3,2,1,3,,3,1,2,3,8,1,6,1,3,,1,1,,,1,2,,4,6,7,7,1,2,4,4,4,2,4,6,3,3,3,1,3,,,5,5,6,6,1,5,1,5,2,4,4,4,2,4,4,4,12,4,,,10,2,3,3,3,5,4,4,4,4,3,1.00,0.09,0.09
2004-1995,UAE,1,30,1,1,,5,1,1,7,1,1,1,1,1,4,4,3,7,4,4,4,1,4,4,3,1,4,5,,,,2,2,1,2,2,1,1,2,2,2,4,5,4,,5,5,5,5,5,5,3,5,6,3,1,1,1,3,2,3,1,11,4,,,6,2,4,,5,5,5,3,3,3,2,1.00,0.09,0.09
2004-1996,UAE,2,30,1,2,,3,2,1,3,1,1,1,2,8,3,3,1,8,4,4,2,3,4,4,4,2,4,6,6,7,6,1,3,1,3,1,2,2,4,2,2,6,1,1,3,5,5,5,1,1,1,5,3,,2,1,2,2,2,3,1,3,11,3,,,10,2,3,3,2,3,3,2,3,3,2,1.00,0.09,0.09
2004-1997,UAE,1,30,1,1,,4,1,1,6,1,1,1,1,8,7,8,2,7,5,5,3,4,5,5,2,1,5,3,1,1,4,2,3,1,2,1,1,3,3,2,3,1,,2,2,,5,3,5,5,5,3,5,6,2,1,3,3,2,4,1,2,2,2,,,10,2,3,3,2,2,1,2,2,1,,1.00,0.09,0.09
2004-1998,UAE,1,30,1,1,,2,1,1,6,1,1,1,2,4,7,4,4,3,3,4,4,3,4,4,3,3,4,6,5,1,7,1,3,1,3,2,1,1,3,2,3,2,2,2,,5,5,5,1,1,1,1,1,1,2,3,2,2,2,2,2,2,1,1,,,10,2,4,1,3,3,1,2,2,2,1,1.00,0.09,0.09
2004-1999,UAE,2,30,1,2,,4,1,1,1,2,3,1,5,8,4,8,3,4,4,4,4,3,4,4,4,2,4,4,4,1,8,1,3,4,4,4,1,4,6,2,4,3,3,4,,1,5,5,3,,5,5,5,5,3,3,3,3,2,2,4,2,1,3,,,9,2,5,6,3,5,5,2,3,3,3,1.00,0.09,0.09
2004-2000,UAE,1,30,1,1,,4,1,1,5,2,1,1,1,4,8,7,2,4,,,,,,,,,,6,,7,,1,3,1,2,2,1,2,4,,4,2,1,4,,1,5,5,2,2,1,5,5,5,2,1,3,2,2,2,1,2,13,3,,,10,1,1,1,3,2,2,2,2,2,2,1.00,0.09,0.09
2004-2001,UAE,1,30,1,1,,1,2,1,2,2,1,1,2,1,4,4,3,8,3,1,4,1,1,1,1,2,4,6,,9,6,2,2,1,3,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,1,5,2,1,2,3,2,3,3,2,10,3,,,10,2,1,3,1,4,2,3,4,4,3,1.00,0.09,0.09
2004-2002,UAE,1,29,1,1,,3,1,1,4,1,1,1,1,1,7,4,2,8,,,,,,,,,,1,3,1,4,2,3,1,3,2,4,1,3,2,3,2,1,2,3,,4,3,3,3,3,3,3,3,2,1,2,3,2,2,1,4,10,5,,,3,2,3,3,3,4,2,1,1,1,1,1.00,0.09,0.09
2004-2003,UAE,1,29,1,1,,4,1,1,5,2,1,1,1,7,8,7,1,8,4,4,4,4,4,1,1,4,4,5,5,7,5,1,2,1,3,2,1,3,3,2,3,3,2,1,3,3,5,5,1,1,4,5,3,5,3,1,2,2,2,2,2,1,13,3,,,10,1,1,1,3,3,1,3,2,3,2,1.00,0.09,0.09
2004-2004,UAE,1,29,1,1,,3,1,1,5,1,1,1,1,4,8,4,3,4,4,4,3,1,4,4,2,1,2,4,3,7,,2,2,1,2,3,3,2,6,2,2,3,1,3,,5,5,3,1,1,1,5,1,5,2,1,2,2,3,2,1,2,11,1,,,2,1,1,1,3,3,3,3,3,3,2,1.00,0.09,0.09
2004-2005,UAE,2,29,1,1,,4,1,1,2,2,1,1,2,4,8,4,1,8,4,4,4,2,1,4,1,2,4,3,5,6,1,2,2,1,2,4,2,2,4,1,2,2,3,3,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,4,2,2,2,1,,,9,2,1,2,3,4,3,3,2,4,2,1.00,0.09,0.09
2004-2006,UAE,1,29,1,1,,4,1,1,6,2,1,1,2,4,10,4,1,1,3,3,4,1,4,4,2,1,2,6,,7,,2,2,1,2,1,2,2,4,2,3,1,1,4,,5,5,5,1,1,2,5,1,5,2,1,3,2,2,1,4,3,10,3,,,10,1,5,3,1,2,1,1,1,1,2,1.00,0.09,0.09
2004-2007,UAE,1,29,1,1,,5,1,1,6,1,1,1,2,8,9,9,4,8,3,3,4,2,4,4,3,2,2,6,,4,8,3,2,2,4,1,4,2,3,3,3,5,6,3,,4,5,5,1,1,1,5,1,5,2,1,2,3,2,2,4,3,1,3,,,10,1,5,3,1,3,2,3,1,1,2,1.00,0.09,0.09
2004-2008,UAE,2,29,1,1,,4,1,1,5,2,1,1,2,8,4,8,3,4,3,4,4,3,4,4,4,3,4,1,3,3,2,,1,1,1,1,1,3,3,2,3,1,4,2,3,5,5,5,2,2,2,4,2,4,2,1,2,2,2,1,1,1,12,3,,,9,1,4,3,1,2,2,1,1,1,1,1.00,0.09,0.09
2004-2009,UAE,1,29,1,1,,4,1,1,6,1,1,1,1,8,7,8,3,1,3,4,4,3,4,4,3,3,3,6,,1,2,1,2,1,1,1,1,3,3,2,2,1,4,1,2,5,5,5,3,3,3,4,4,5,2,1,2,2,2,1,3,2,8,3,,,10,1,2,3,2,3,3,1,1,1,1,1.00,0.09,0.09
2004-2010,UAE,1,29,1,1,,4,1,1,6,2,1,1,6,,,,,,,,,,,,,,,6,,9,4,3,2,2,2,2,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,3,5,2,1,2,2,2,2,1,2,12,3,,,10,1,1,3,1,3,3,4,4,4,2,1.00,0.09,0.09
2004-2011,UAE,1,29,1,2,,4,1,1,6,1,1,1,1,8,7,8,3,7,2,3,4,2,4,4,1,1,4,,5,4,6,2,2,2,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,3,5,2,1,2,2,3,4,1,2,10,3,,,10,3,1,3,1,3,3,4,4,4,2,1.00,0.09,0.09
2004-2012,UAE,1,29,1,1,,3,1,1,6,1,1,1,2,7,10,7,4,10,2,2,3,4,3,3,1,3,4,4,1,4,9,2,2,2,2,3,2,2,4,2,2,1,3,2,3,5,5,5,2,1,1,5,3,5,2,3,2,2,3,2,3,2,10,3,,,10,1,3,3,2,3,5,4,4,4,2,1.00,0.09,0.09
2004-2013,UAE,1,29,1,1,,4,1,1,5,1,1,1,3,4,7,4,,11,4,4,4,3,4,4,2,3,4,6,,9,7,2,2,3,1,3,4,3,6,2,3,3,3,3,2,5,5,5,4,2,2,4,4,4,2,3,1,3,3,2,3,1,12,3,,,10,2,3,3,3,2,3,2,3,2,3,1.00,0.09,0.09
2004-2014,UAE,1,29,1,1,,4,1,1,5,1,1,1,1,7,8,7,2,7,4,4,4,4,4,4,1,1,4,1,1,4,4,3,1,1,2,1,3,3,3,2,2,2,3,3,,5,5,5,1,1,1,5,1,5,3,1,3,3,3,2,1,2,1,1,,,10,2,3,1,3,2,2,3,3,3,2,1.00,0.09,0.09
2004-2015,UAE,1,29,1,1,,4,1,1,6,2,1,1,4,4,7,4,4,10,1,3,4,2,4,4,4,4,4,6,,4,1,4,4,1,4,1,3,2,2,3,2,3,1,3,,,5,3,1,1,1,5,1,5,2,1,2,2,2,2,1,3,12,3,,,10,4,1,3,1,2,2,2,1,2,2,1.00,0.09,0.09
2004-2016,UAE,1,28,2,1,,3,1,1,3,2,1,1,1,1,1,4,2,2,3,3,,3,,2,2,1,,5,5,7,5,3,3,1,2,2,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,3,1,4,10,1,,,1,2,3,3,3,4,2,3,3,3,2,1.00,0.09,0.09
2004-2017,UAE,1,28,1,1,,4,1,1,5,1,1,1,1,4,8,4,3,7,4,4,4,1,4,4,1,1,4,6,,1,9,1,3,1,3,3,2,3,2,2,2,2,1,2,3,5,5,5,1,2,2,5,5,5,2,1,3,2,2,1,1,2,2,3,,,10,2,3,3,2,4,2,2,2,2,2,1.00,0.09,0.09
2004-2018,UAE,2,28,1,1,,4,1,1,2,1,1,1,1,8,4,8,2,4,1,1,,1,1,1,1,1,1,6,,5,4,3,1,1,3,3,1,2,3,2,2,1,1,2,2,5,5,5,1,1,2,5,1,5,2,1,2,2,3,3,1,2,2,3,,,7,2,3,3,2,4,1,3,3,3,2,1.00,0.09,0.09
2004-2019,UAE,2,28,1,1,,4,1,1,7,1,1,1,1,4,8,4,4,8,4,4,4,2,2,3,2,2,4,3,4,,4,2,3,1,3,3,3,3,4,2,3,1,1,3,,6,2,1,1,1,4,1,1,4,2,1,2,2,2,3,4,1,1,3,,,11,4,5,6,2,5,5,3,3,3,3,1.00,0.09,0.09
2004-2020,UAE,1,28,1,1,,4,1,1,6,1,1,1,1,8,4,3,3,8,4,4,1,1,4,4,1,1,4,4,5,7,5,1,2,1,3,1,2,2,4,2,3,2,1,2,4,5,5,5,1,1,1,5,2,5,2,1,2,2,3,2,4,2,9,3,,,10,1,1,3,2,4,2,2,2,2,2,1.00,0.09,0.09
2004-2021,UAE,1,28,1,1,,4,1,1,6,1,1,1,5,7,4,7,1,4,4,4,4,4,4,4,4,4,4,6,6,8,,3,1,3,1,1,1,4,4,1,3,5,6,3,,6,1,6,3,6,3,6,4,6,4,4,4,4,3,7,4,4,12,6,,,2,1,5,1,3,5,2,4,4,4,2,1.00,0.09,0.09
2004-2022,UAE,2,28,1,1,,4,1,1,5,1,1,1,1,4,11,4,3,11,5,5,5,1,5,5,5,5,5,7,6,8,9,1,3,1,3,1,2,4,4,2,3,2,1,1,4,5,5,5,1,1,1,5,5,5,2,1,2,2,2,3,1,2,13,1,,,10,2,3,3,3,4,1,4,4,4,,1.00,0.09,0.09
2004-2023,UAE,1,28,2,1,,4,1,1,5,1,1,1,1,10,10,10,2,10,4,4,4,3,4,4,3,3,4,5,,,,3,1,1,2,3,3,2,1,2,2,1,3,3,,5,4,1,5,5,5,1,1,1,1,2,3,4,,1,4,1,1,3,,,9,1,4,5,1,1,,3,3,3,2,1.00,0.09,0.09
2004-2024,UAE,1,28,1,1,,4,1,1,6,2,1,1,2,4,8,4,3,8,4,4,4,3,4,4,4,3,4,6,,7,7,1,2,1,3,3,2,3,2,2,2,1,4,2,3,5,4,4,3,2,2,3,2,3,2,3,3,3,2,4,3,4,12,6,,,10,4,4,1,3,3,2,3,2,1,2,1.00,0.09,0.09
2004-2025,UAE,1,28,1,1,,4,1,1,3,2,1,1,1,4,7,7,2,8,1,3,4,1,3,4,1,3,4,1,2,4,1,1,3,1,3,1,1,3,4,2,3,3,1,3,,5,5,5,2,3,2,5,3,5,2,1,2,2,2,3,3,2,1,3,,,10,2,1,1,3,3,3,2,2,3,3,1.00,0.09,0.09
2004-2026,UAE,1,28,1,2,,3,2,1,3,1,1,1,5,3,4,7,4,8,3,2,4,1,1,1,1,1,4,6,,7,,2,2,1,2,1,1,3,4,2,3,1,1,3,,1,1,1,1,1,,5,4,4,2,1,2,2,2,5,3,1,1,3,,,10,2,3,2,3,3,3,1,1,1,2,1.00,0.09,0.09
2004-2027,UAE,1,28,1,2,,3,2,1,4,2,1,1,3,7,8,7,6,7,2,4,4,2,4,4,4,4,4,1,1,1,4,1,2,1,3,2,,2,4,2,2,2,1,3,3,1,5,5,5,5,5,,,,2,1,3,2,3,2,1,2,10,1,,,10,2,2,3,2,4,1,2,2,2,2,1.00,0.09,0.09
2004-2028,UAE,1,28,1,1,,5,1,1,6,1,1,1,2,8,4,4,2,8,3,3,5,1,4,5,2,2,4,1,2,3,2,1,3,1,3,,2,3,4,2,2,2,1,1,3,5,5,5,1,1,1,5,1,5,2,1,2,2,2,3,3,3,13,3,,,10,2,1,3,2,3,1,3,3,3,3,1.00,0.09,0.09
2004-2029,UAE,1,28,1,1,,3,1,1,5,2,1,1,1,4,7,4,1,9,1,4,4,1,4,4,1,1,1,5,,,,3,2,1,2,1,2,4,6,1,2,2,1,3,,5,5,5,1,1,1,5,2,5,2,1,2,3,2,4,1,3,8,2,,,10,3,1,1,3,4,2,2,2,3,2,1.00,0.09,0.09
2004-2030,UAE,1,28,1,1,,4,1,1,5,1,1,1,5,11,11,11,,,,,,,,,,,,6,,6,1,5,2,1,3,3,4,3,3,3,3,6,1,3,,5,5,5,1,1,1,5,1,5,2,1,3,3,2,2,4,3,12,3,,,10,1,5,3,1,3,2,3,1,1,2,1.00,0.09,0.09
2004-2031,UAE,1,28,1,1,,4,1,1,5,2,1,1,5,4,9,4,1,9,4,4,4,4,4,4,4,4,4,1,2,4,6,5,2,1,2,4,4,4,4,2,3,3,6,3,,5,5,5,1,1,1,5,3,5,2,1,3,3,2,2,3,3,11,3,,,10,1,1,3,2,5,4,3,1,1,2,1.00,0.09,0.09
2004-2032,UAE,2,28,1,1,,4,1,2,3,1,1,1,2,1,4,1,1,4,2,3,4,2,4,4,4,3,4,5,,,,2,2,1,2,2,2,2,3,2,2,1,6,2,3,5,5,5,1,1,2,5,2,5,2,1,3,3,2,4,4,3,12,3,,,10,1,5,2,1,4,2,3,2,1,2,1.00,0.09,0.09
2004-2033,UAE,1,28,1,1,,4,1,1,5,1,1,1,2,8,9,8,2,8,3,3,4,3,4,4,4,3,3,6,,7,,3,2,1,2,2,2,4,3,2,3,3,6,2,3,5,5,5,1,1,1,5,5,5,2,1,3,3,2,1,3,3,12,3,,,10,1,5,3,1,2,3,3,2,1,2,1.00,0.09,0.09
2004-2034,UAE,2,28,1,1,,4,1,1,3,2,1,1,2,1,2,1,1,2,1,1,4,3,2,4,4,3,3,1,3,4,6,2,4,1,4,1,3,2,3,1,2,2,6,4,,5,5,5,3,3,2,5,4,5,2,1,3,3,2,4,1,3,1,3,,,5,1,5,3,1,3,2,2,1,2,2,1.00,0.09,0.09
2004-2035,UAE,1,28,1,1,,4,1,1,6,1,1,1,6,,,,,,,,,,,,,,,6,,7,,2,2,1,2,2,1,3,3,2,2,1,4,2,3,5,5,5,3,3,3,5,5,5,2,1,1,2,2,3,2,2,2,3,,,10,1,3,3,2,2,2,1,2,1,2,1.00,0.09,0.09
2004-2036,UAE,1,28,1,2,,3,3,1,3,1,1,2,5,10,10,10,,7,5,5,5,4,5,5,4,4,5,6,,4,3,1,4,1,1,2,3,4,6,3,3,6,1,3,,5,5,5,4,2,1,5,3,4,3,3,3,3,2,3,,4,12,,,,11,1,1,1,2,5,4,2,3,3,2,1.00,0.09,0.09
2004-2037,UAE,1,28,1,1,,4,1,1,5,2,2,1,1,7,8,8,1,1,3,3,5,4,5,5,1,1,5,6,6,7,7,,3,1,2,2,2,2,4,2,2,2,1,3,,6,5,5,1,1,1,5,1,5,2,4,2,2,2,4,2,3,10,3,,,9,2,1,3,1,4,2,3,3,3,3,1.00,0.09,0.09
2004-2038,UAE,1,28,1,1,,4,1,1,5,2,1,1,1,8,4,8,1,4,3,4,3,1,4,4,2,1,5,1,1,1,4,1,2,1,2,2,2,3,3,1,2,2,1,2,3,4,4,5,1,2,1,5,1,4,2,1,2,2,2,3,1,2,3,1,,,10,2,3,3,2,3,2,2,2,1,1,1.00,0.09,0.09
2004-2039,UAE,1,28,1,1,,4,2,1,7,2,1,1,2,7,3,3,3,6,4,4,3,3,4,3,2,3,3,4,4,7,7,3,2,1,3,3,3,2,3,2,2,2,1,2,4,5,5,5,1,1,1,5,1,5,2,1,3,2,2,1,4,4,10,1,,,10,2,1,3,2,3,2,3,3,4,3,1.00,0.09,0.09
2004-2040,UAE,1,28,1,1,,4,1,1,4,2,1,3,3,4,8,4,4,8,5,5,4,3,4,4,4,3,5,6,,1,4,3,3,1,2,1,2,2,4,2,2,3,6,4,,4,5,6,1,1,1,5,6,5,2,1,4,3,4,2,4,2,13,1,,,11,4,3,3,1,4,2,2,4,2,3,1.00,0.09,0.09
2004-2041,UAE,1,28,1,1,,3,1,1,7,2,1,1,2,4,4,4,1,4,4,4,4,2,5,5,3,2,3,6,,1,9,1,3,1,2,2,2,2,1,2,3,2,1,2,4,1,6,6,1,1,1,5,4,5,2,1,2,2,2,4,1,2,10,3,,,10,2,3,3,1,4,1,3,2,3,2,1.00,0.09,0.09
2004-2042,UAE,1,27,1,1,,4,1,1,6,2,1,1,2,8,4,11,,,,,,3,,,3,2,,6,,4,3,2,3,1,3,1,2,2,4,2,2,2,1,4,,5,5,5,6,6,2,5,2,5,2,4,2,2,2,2,,2,1,3,,,10,2,3,1,3,4,2,3,3,3,2,1.00,0.09,0.09
2004-2043,UAE,1,27,1,1,,4,1,1,6,2,1,1,2,4,8,4,1,8,3,3,4,1,4,4,3,1,4,4,4,9,9,2,2,1,2,4,2,2,4,2,2,2,1,2,3,5,5,5,1,1,1,5,1,5,2,1,2,2,2,2,1,2,10,3,,,10,3,1,3,1,4,2,4,4,4,2,1.00,0.09,0.09
2004-2044,UAE,1,27,1,1,,4,1,1,4,1,1,1,1,7,7,7,1,4,4,4,4,2,4,4,1,1,4,6,6,7,7,1,2,1,2,2,1,3,4,2,2,2,1,2,3,,5,5,3,4,2,5,4,5,2,1,2,2,2,4,1,2,2,3,,,4,4,5,1,2,4,1,2,2,1,2,1.00,0.09,0.09
2004-2045,UAE,1,27,1,1,,4,1,1,3,2,1,1,1,4,7,4,3,7,4,4,4,3,4,4,3,3,4,6,5,1,4,1,3,1,2,1,1,4,3,3,2,1,6,4,,5,4,4,3,3,3,3,3,4,2,1,2,2,2,3,3,4,13,3,,,10,2,5,3,2,2,3,2,2,4,2,1.00,0.09,0.09
2004-2046,UAE,2,27,1,1,,4,1,1,2,1,1,1,1,4,7,4,4,7,3,4,4,1,4,4,1,3,4,5,,,,1,2,1,3,2,2,2,4,2,2,2,1,2,2,1,5,5,1,1,1,5,1,5,2,1,2,2,2,2,1,2,9,1,,,10,2,3,3,2,4,1,3,3,2,2,1.00,0.09,0.09
2004-2047,UAE,1,27,1,1,,4,1,1,3,2,1,3,1,4,10,4,3,10,3,4,1,1,4,4,1,1,3,6,,1,4,1,2,1,2,1,1,3,4,2,2,3,1,3,,5,5,5,1,1,1,5,1,1,2,1,2,2,2,4,4,2,10,3,,,11,1,3,3,2,4,1,2,4,2,2,1.00,0.09,0.09
2004-2048,UAE,1,27,1,1,,3,2,1,3,2,1,1,1,8,4,8,3,4,5,5,5,5,5,5,5,5,5,5,,,,1,3,1,3,2,2,2,4,2,3,2,1,3,,5,5,5,1,1,1,5,1,5,3,1,3,3,2,4,1,1,1,3,,,5,2,1,3,1,4,2,3,2,3,2,1.00,0.09,0.09
2004-2049,UAE,1,27,2,1,,4,1,1,5,1,1,1,1,4,8,8,1,7,4,4,4,4,4,4,4,1,4,6,,1,4,3,3,1,2,1,3,3,4,2,2,2,1,4,,5,5,4,2,2,2,5,2,5,2,1,2,2,2,2,3,2,10,3,,,5,2,3,3,2,4,1,2,2,2,2,1.00,0.09,0.09
2004-2050,UAE,2,27,1,2,,5,1,1,2,1,1,1,1,4,8,4,1,8,1,5,5,1,5,5,5,1,5,1,4,6,3,2,3,1,1,,2,2,4,2,3,3,1,2,3,5,5,5,1,1,2,5,1,5,2,1,2,2,2,3,2,2,9,1,,,4,2,3,3,2,3,3,3,3,3,2,1.00,0.09,0.09
2004-2051,UAE,1,27,1,1,,4,1,1,6,2,1,1,2,4,8,4,5,8,3,3,4,2,3,3,2,2,3,4,3,6,6,2,2,2,2,3,2,2,4,,2,1,1,2,4,5,5,5,1,1,1,5,2,5,2,1,2,2,2,6,1,2,12,,,,10,3,3,3,1,3,3,4,4,4,2,1.00,0.09,0.09
2004-2052,UAE,1,27,1,1,,4,1,1,6,2,1,1,2,4,8,4,3,8,3,2,4,1,3,4,2,1,4,1,3,4,9,2,2,2,2,3,2,2,4,2,2,1,1,2,3,5,5,5,1,1,1,5,2,5,2,1,2,2,2,2,3,2,10,3,,,10,3,3,3,1,3,3,4,4,4,2,1.00,0.09,0.09
2004-2053,UAE,1,27,1,1,,4,1,1,6,1,1,1,2,4,8,4,3,9,3,4,4,2,4,4,3,3,3,2,1,7,,1,1,1,2,2,1,3,2,2,2,2,1,2,3,5,5,5,3,2,2,5,3,5,2,1,2,1,3,3,1,1,12,3,,,10,3,4,3,1,3,1,2,2,2,2,1.00,0.09,0.09
2004-2054,UAE,1,27,1,1,,4,1,1,6,1,1,1,3,8,7,7,2,4,4,4,4,3,4,4,3,3,4,1,5,4,7,1,2,2,2,2,3,3,3,2,2,3,1,2,2,,4,4,3,3,3,4,4,4,2,1,2,2,1,4,2,2,10,3,,,10,1,2,3,2,2,2,1,1,1,2,1.00,0.09,0.09
2004-2055,UAE,1,27,1,1,,4,1,1,6,2,1,1,6,,,,,,1,1,4,4,3,3,1,4,4,6,5,9,4,2,2,2,2,2,3,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,3,5,2,1,2,2,2,2,1,2,12,5,,,10,1,1,3,1,3,5,4,4,4,2,1.00,0.09,0.09
2004-2056,UAE,1,27,1,1,,4,1,1,6,1,1,1,1,7,8,7,2,8,2,2,1,2,4,4,1,1,3,4,1,4,9,2,2,2,2,3,2,2,4,2,2,,1,2,4,5,5,5,1,1,1,5,2,5,2,1,2,2,2,2,3,2,10,3,,,10,2,1,3,1,3,3,2,2,4,2,1.00,0.09,0.09
2004-2057,UAE,1,27,1,2,,4,1,1,5,1,1,1,1,4,8,4,4,8,1,1,2,1,3,3,1,1,4,6,5,4,9,2,2,2,2,2,3,4,4,2,2,2,1,3,,5,5,5,2,2,2,5,3,5,2,1,2,2,2,2,4,2,10,3,,,10,1,1,3,1,2,5,4,4,4,2,1.00,0.09,0.09
2004-2058,UAE,2,27,1,1,,4,1,1,7,1,2,2,5,1,8,6,6,11,3,1,5,1,5,5,1,1,3,7,5,7,5,1,3,1,2,2,1,4,3,3,2,2,1,2,4,1,5,5,1,1,1,5,1,5,2,4,2,2,2,3,2,4,1,1,,,7,2,3,3,2,3,3,2,2,2,2,1.00,0.09,0.09
2004-2059,UAE,1,27,1,1,,5,1,1,7,1,1,1,1,4,10,4,3,7,4,4,4,1,4,4,3,1,3,5,,,,2,2,1,2,2,1,1,2,2,2,1,3,4,,5,5,5,5,5,5,3,5,6,3,1,1,1,3,2,3,2,10,4,,,1,2,4,3,1,5,5,3,3,3,2,1.00,0.09,0.09
2004-2060,UAE,1,27,1,1,,3,1,1,3,2,1,1,1,8,4,8,3,4,4,4,4,1,4,4,4,1,4,3,6,3,1,1,1,1,1,2,2,2,4,2,2,2,3,2,3,,5,5,1,2,5,5,1,5,2,1,1,1,2,3,1,2,7,3,,,10,2,3,1,2,2,4,1,1,1,2,1.00,0.09,0.09
